id,popularity,budget,revenue,original_title,runtime,genres,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
12660,0.278317,14624286.06433502,741394.0,Charlotte Gray,121,Drama|History|Romance|War,12/17/01,14,5.4,2001,17549894.037320614,913017.900788115
24478,0.457617,14624286.06433502,39826896.07685228,Beethoven's 4th,93,Comedy|Family,12/4/01,27,4.4,2001,17549894.037320614,51369001.75884257
26602,0.299969,34000000.0,19693891.0,Summer Catch,108,Drama|Comedy|Romance,8/22/01,35,4.8,2001,41870595.9675906,24252792.7379638
2171,0.274314,5000000.0,295206.0,Wet Hot American Summer,97,Comedy,7/27/01,163,6.5,2001,6157440.58346921,363542.680976722
10984,0.274027,14624286.06433502,39826896.07685228,Valentine,96,Horror|Thriller,2/1/01,51,4.9,2001,17549894.037320614,51369001.75884257
31002,0.27279,7000000.0,39826896.07685228,Ticker,92,Action|Adventure|Crime|Thriller,1/1/01,13,3.6,2001,8620416.8168569,51369001.75884257
11088,0.272619,35000000.0,39826896.07685228,Heist,107,Action|Crime|Drama|Thriller,11/9/01,62,6.5,2001,43102084.0842845,51369001.75884257
6935,0.272562,14624286.06433502,39826896.07685228,Yamakasi - Les samouraÃ¯s des temps modernes,90,Action|Crime|Drama,4/4/01,82,5.9,2001,17549894.037320614,51369001.75884257
38975,0.271443,14624286.06433502,39826896.07685228,Jack and the Beanstalk: The Real Story,174,Adventure|Drama|Fantasy,12/2/01,11,6.0,2001,17549894.037320614,51369001.75884257
4012,0.353327,1500000.0,416925.0,The Believer,98,Drama,1/19/01,78,6.8,2001,1847232.17504076,513438.18305258
34549,0.269944,12000000.0,17292381.0,Max Keeble's Big Move,86,Comedy|Family|Fantasy|Science Fiction,10/5/01,18,5.3,2001,14777857.4003261,21295361.7108424
23685,0.263042,75000000.0,5409517.0,Monkeybone,93,Adventure|Fantasy|Animation|Action|Comedy,2/23/01,37,4.0,2001,92361608.7520382,6661755.90255333
39180,0.258176,14624286.06433502,39826896.07685228,See Spot Run,94,Action|Comedy|Family,3/2/01,26,4.8,2001,17549894.037320614,51369001.75884257
16550,0.257859,14624286.06433502,39826896.07685228,Storytelling,87,Comedy|Drama,11/8/01,22,5.8,2001,17549894.037320614,51369001.75884257
50035,0.251798,250000.0,4186931.0,Lovely & Amazing,91,Comedy|Drama|Romance,8/31/01,10,6.3,2001,307872.02917346,5156155.77191707
20536,0.25108,14624286.06433502,39826896.07685228,61*,129,Drama|History,4/28/01,24,5.8,2001,17549894.037320614,51369001.75884257
18976,0.249357,14624286.06433502,39826896.07685228,Attila,177,War|Action|Adventure|Drama|History,1/1/01,41,6.2,2001,17549894.037320614,51369001.75884257
10615,0.241272,14624286.06433502,39826896.07685228,Pootie Tang,81,Action|Comedy,6/29/01,19,5.8,2001,17549894.037320614,51369001.75884257
57047,0.20342,14624286.06433502,39826896.07685228,The Fourth Angel,96,Action|Thriller|Adventure,8/15/01,13,6.5,2001,17549894.037320614,51369001.75884257
17708,0.239869,11000000.0,23978402.0,Corky Romano,86,Action|Comedy|Crime,10/12/01,20,4.4,2001,13546369.2836322,29529117.1203078
12312,0.227672,38000000.0,39826896.07685228,Joe Somebody,99,Comedy,12/21/01,14,5.5,2001,46796548.434366,51369001.75884257
1783,0.507235,14624286.06433502,39826896.07685228,To End All Wars,108,Action|Comedy|Drama|History,9/2/01,13,6.3,2001,17549894.037320614,51369001.75884257
32593,0.224439,14624286.06433502,39826896.07685228,Snow White,93,TV Movie|Fantasy|Family|Adventure,10/28/01,25,5.6,2001,17549894.037320614,51369001.75884257
11889,0.223151,14624286.06433502,39826896.07685228,Iris,91,Drama|Romance,12/14/01,21,5.7,2001,17549894.037320614,51369001.75884257
31010,0.221355,14624286.06433502,39826896.07685228,Uprising,177,TV Movie|Drama|History|War,1/1/01,10,6.0,2001,17549894.037320614,51369001.75884257
11469,0.906593,14624286.06433502,39826896.07685228,Black Knight,95,Adventure|Comedy|Fantasy,11/21/01,153,5.4,2001,17549894.037320614,51369001.75884257
9648,0.216654,14624286.06433502,39826896.07685228,The Man Who Sued God,97,Comedy,10/25/01,11,5.7,2001,17549894.037320614,51369001.75884257
26976,0.213105,14624286.06433502,39826896.07685228,Wit,99,Drama|TV Movie,2/9/01,14,5.8,2001,17549894.037320614,51369001.75884257
15601,0.210756,14624286.06433502,39826896.07685228,Scooby-Doo and the Cyber Chase,75,Animation|Family,10/9/01,29,6.7,2001,17549894.037320614,51369001.75884257
331,0.167033,93000000.0,368780809.0,Jurassic Park III,92,Adventure|Action|Thriller|Science Fiction,7/18/01,1366,5.6,2001,114528394.852527,454149183.948242
15192,0.209655,14624286.06433502,39826896.07685228,The Grey Zone,108,Drama|War,9/13/01,16,5.6,2001,17549894.037320614,51369001.75884257
19366,0.209579,22000000.0,39826896.07685228,Josie and the Pussycats,98,Comedy|Music,4/6/01,39,5.2,2001,27092738.5672645,51369001.75884257
1722,0.20688,57000000.0,62112895.0,Captain Corelli's Mandolin,131,Drama|History|Romance,8/17/01,67,5.6,2001,70194822.651549,76491292.0859524
28308,0.205873,14624286.06433502,39826896.07685228,The Body,109,Drama|Mystery|Romance|Thriller,4/13/01,17,4.5,2001,17549894.037320614,51369001.75884257
37632,0.205204,14624286.06433502,39826896.07685228,The Order,89,Adventure|Drama|Action|Comedy|Thriller,12/10/01,30,3.8,2001,17549894.037320614,51369001.75884257
26014,0.203888,14624286.06433502,39826896.07685228,Good Advice,93,Comedy|Romance,11/15/01,13,5.7,2001,17549894.037320614,51369001.75884257
2141,0.151506,14624286.06433502,39826896.07685228,James Dean,90,Drama,8/4/01,22,6.7,2001,17549894.037320614,51369001.75884257
13166,0.202684,14624286.06433502,39826896.07685228,Freddy Got Fingered,87,Comedy,4/18/01,48,4.3,2001,17549894.037320614,51369001.75884257
20004,0.198443,14624286.06433502,39826896.07685228,Epoch,96,Science Fiction,11/24/01,12,3.9,2001,17549894.037320614,51369001.75884257
26840,0.254157,14624286.06433502,39826896.07685228,Shrek in the Swamp Karaoke Dance Party,3,Animation|Comedy|Music,1/1/01,12,5.4,2001,17549894.037320614,51369001.75884257
29742,0.017536,14624286.06433502,39826896.07685228,Zenon: The Zequel,100,Adventure|Comedy|Family|Science Fiction|TV Movie,1/12/01,15,4.7,2001,17549894.037320614,51369001.75884257
15647,0.195196,1000000.0,10013424.0,Kissing Jessica Stein,97,Comedy,4/21/01,22,5.9,2001,1231488.11669384,12331412.6634169
30416,0.194196,14624286.06433502,39826896.07685228,Stanley Kubrick: A Life in Pictures,141,Documentary,5/2/01,20,7.5,2001,17549894.037320614,51369001.75884257
71885,0.191718,14624286.06433502,39826896.07685228,Motocrossed,110,TV Movie|Family|Comedy|Drama,2/16/01,11,4.2,2001,17549894.037320614,51369001.75884257
40415,0.191697,14624286.06433502,39826896.07685228,Le vÃ©lo de Ghislain Lambert,119,Comedy,9/14/01,10,7.1,2001,17549894.037320614,51369001.75884257
11370,0.191566,40000000.0,27053815.0,The Musketeer,104,Action|Adventure|Drama,9/7/01,32,5.1,2001,49259524.6677537,33316451.6837336
35080,0.189393,7000000.0,3646994.0,The Cat's Meow,114,Drama|Mystery|Thriller,8/3/01,19,5.7,2001,8620416.8168569,4491229.77265374
12484,0.210173,5000000.0,39826896.07685228,The Forsaken,90,Action|Adventure|Horror|Thriller,4/27/01,17,4.6,2001,6157440.58346921,51369001.75884257
35583,0.18527,14624286.06433502,39826896.07685228,The Lost Battalion,92,History|Drama|War,12/2/01,16,6.0,2001,17549894.037320614,51369001.75884257
18734,0.185009,700000.0,1667192.0,L.I.E. Long Island Expressway,97,Drama,1/20/01,13,5.2,2001,862041.68168569,2053127.13624704
20309,0.173806,25000000.0,39826896.07685228,Say It Isn't So,95,Comedy|Romance,3/12/01,21,5.1,2001,30787202.917346,51369001.75884257
9683,0.169845,14624286.06433502,39826896.07685228,Bubble Boy,84,Adventure|Comedy|Drama|Romance,8/24/01,73,4.6,2001,17549894.037320614,51369001.75884257
200813,0.114027,14624286.06433502,39826896.07685228,The Blue Planet,400,Documentary,9/12/01,22,6.9,2001,17549894.037320614,51369001.75884257
12900,0.168793,14624286.06433502,39826896.07685228,Conspiracy,96,Drama|History|TV Movie,5/19/01,31,6.3,2001,17549894.037320614,51369001.75884257
20794,0.164669,6000000.0,2025238.0,Novocaine,95,Comedy|Crime|Thriller,11/23/01,12,5.9,2001,7388928.70016306,2494056.5304768
16723,0.26321,11000000.0,13276953.0,Sugar & Spice,81,Crime|Comedy,1/24/01,31,5.4,2001,13546369.2836322,16350409.8454026
36269,0.150233999999999,14624286.06433502,39826896.07685228,Winning London,93,Comedy|Family,3/27/01,27,5.7,2001,17549894.037320614,51369001.75884257
43575,0.149414,14624286.06433502,39826896.07685228,Rudolph the Red-Nosed Reindeer & the Island of Misfit Toys,74,Animation|Family,10/14/01,11,6.0,2001,17549894.037320614,51369001.75884257
11380,0.148963,10000000.0,7316658.0,Bones,96,Action|Horror|Thriller,10/24/01,17,4.0,2001,12314881.1669384,9010377.38091294
1282,0.138860999999999,14624286.06433502,39826896.07685228,Dogtown and Z-Boys,91,Documentary,1/18/01,28,6.7,2001,17549894.037320614,51369001.75884257
27834,0.133455,14624286.06433502,39826896.07685228,CQ,88,Comedy|Drama|Science Fiction,5/12/01,13,5.9,2001,17549894.037320614,51369001.75884257
26475,0.19853,14624286.06433502,39826896.07685228,The Anniversary Party,115,Comedy|Drama,5/15/01,11,5.6,2001,17549894.037320614,51369001.75884257
57892,0.130018,14624286.06433502,39826896.07685228,Vizontele,110,None,2/2/01,12,7.2,2001,17549894.037320614,51369001.75884257
13408,0.12891,7000000.0,10229331.0,The Wash,93,Action|Comedy,11/16/01,15,5.6,2001,8620416.8168569,12597299.5682279
19058,0.128169,15000000.0,163169.0,Down,111,Action|Horror|Mystery|Thriller,5/11/01,10,3.7,2001,18472321.7504076,200940.684512817
15745,0.126065,5000000.0,5476060.0,Made,94,Action|Comedy|Thriller,7/13/01,19,5.8,2001,6157440.58346921,6743702.81630248
14033,0.116784,14624286.06433502,39826896.07685228,Soul Survivors,84,Drama|Horror|Mystery|Thriller,9/6/01,21,4.5,2001,17549894.037320614,51369001.75884257
10836,0.115221,4800000.0,39826896.07685228,Dagon,95,Fantasy|Horror|Thriller,10/12/01,23,6.1,2001,5911142.96013044,51369001.75884257
21997,0.115051,14624286.06433502,39826896.07685228,In the Time of the Butterflies,95,TV Movie|Thriller|Drama|History|Romance,10/21/01,10,6.1,2001,17549894.037320614,51369001.75884257
34205,0.114896,14624286.06433502,39826896.07685228,Halloweentown II: Kalabar's Revenge,81,Adventure|Family|Fantasy|TV Movie,10/12/01,38,6.0,2001,17549894.037320614,51369001.75884257
25753,0.108157,14624286.06433502,39826896.07685228,Children of the Corn: Revelation,82,Horror|Thriller,10/9/01,10,4.3,2001,17549894.037320614,51369001.75884257
35703,0.200262,14624286.06433502,39826896.07685228,Holiday in the Sun,87,Action|Adventure|Comedy|Family,11/10/01,17,5.6,2001,17549894.037320614,51369001.75884257
35831,0.100277,14624286.06433502,39826896.07685228,BelphÃ©gor - Le fantÃ´me du Louvre,97,Fantasy|Science Fiction,4/4/01,16,4.0,2001,17549894.037320614,51369001.75884257
17612,0.097715,14624286.06433502,39826896.07685228,Lost and Delirious,103,Drama|Romance,1/21/01,55,6.8,2001,17549894.037320614,51369001.75884257
16161,0.089976,16000000.0,29381649.0,Baby Boy,130,Drama|Comedy|Crime,6/27/01,29,7.4,2001,19703809.8671014,36183151.5923695
3003,0.080857,14624286.06433502,39826896.07685228,The Lost World,150,Adventure|Fantasy|Science Fiction,12/25/01,11,6.4,2001,17549894.037320614,51369001.75884257
15098,0.07442,14624286.06433502,39826896.07685228,Manic,100,Drama,1/27/01,10,6.6,2001,17549894.037320614,51369001.75884257
107548,0.047972,14624286.06433502,39826896.07685228,Chori Chori Chupke Chupke,155,Romance|Drama|Foreign,3/9/01,10,5.5,2001,17549894.037320614,51369001.75884257
46004,0.0619169999999999,14624286.06433502,39826896.07685228,The Luck of the Irish,86,TV Movie|Comedy|Family|Adventure,3/9/01,14,5.3,2001,17549894.037320614,51369001.75884257
2029,0.047949,14624286.06433502,39826896.07685228,Tanguy,108,Comedy,11/21/01,34,5.7,2001,17549894.037320614,51369001.75884257
18828,0.026783,14624286.06433502,39826896.07685228,Double Take,88,Adventure|Drama|Action|Comedy|Romance,1/12/01,13,5.8,2001,17549894.037320614,51369001.75884257
30140,0.011723,14624286.06433502,39826896.07685228,Rivers and Tides,90,Documentary|Foreign,2/13/01,12,7.1,2001,17549894.037320614,51369001.75884257
50573,0.007336,14624286.06433502,39826896.07685228,Little Secrets,96,Drama|Family,10/17/01,14,6.4,2001,17549894.037320614,51369001.75884257
57961,0.001349,165000.0,39826896.07685228,Slashers,99,Comedy|Horror|Fantasy,1/1/01,11,5.5,2001,203195.539254484,51369001.75884257
155,8.46666799999999,185000000.0,1001921825.0,The Dark Knight,152,Drama|Action|Crime|Thriller,7/16/08,8432,8.1,2008,187365527.254695,1014733032.48168
10681,5.678119,180000000.0,521311860.0,WALLÂ·E,98,Animation|Family,6/22/08,4209,7.6,2008,182301594.08565,527977683.854196
1726,4.977955,140000000.0,585174222.0,Iron Man,126,Action|Science Fiction|Adventure,4/30/08,6220,7.3,2008,141790128.733283,592656630.491278
8681,3.647612,25000000.0,226830568.0,Taken,93,Action|Thriller|Crime,2/18/08,3075,7.2,2008,25319665.8452291,229730967.409741
217,3.16167,185000000.0,786636033.0,Indiana Jones and the Kingdom of the Crystal Skull,122,Adventure|Action,5/21/08,1537,5.6,2008,187365527.254695,796694459.895067
8966,3.107665,37000000.0,392616625.0,Twilight,122,Adventure|Fantasy|Drama|Romance,11/20/08,2013,5.8,2008,37473105.4509392,397636870.011266
10764,3.086676,200000000.0,586090727.0,Quantum of Solace,106,Adventure|Action|Thriller|Crime,10/30/08,2149,6.0,2008,202557326.761833,593584854.505097
9502,3.036644,130000000.0,631744560.0,Kung Fu Panda,90,Animation|Family,6/4/08,1938,6.8,2008,131662262.395191,639822446.349653
13523,2.90047,19000000.0,18755936.0,Sex Drive,109,Comedy|Adventure|Romance,10/16/08,167,5.9,2008,19242946.0423741,18995761.2853801
11631,2.543535,52000000.0,609841637.0,Mamma Mia!,108,Comedy|Romance,6/30/08,805,6.2,2008,52664904.9580767,617639458.693902
4922,2.537342,150000000.0,333932083.0,The Curious Case of Benjamin Button,166,Fantasy|Drama|Thriller|Mystery|Romance,11/24/08,1899,7.2,2008,151917995.071375,338201950.262453
1735,2.511394,145000000.0,401128639.0,The Mummy: Tomb of the Dragon Emperor,112,Adventure|Fantasy|Action|Thriller,7/1/08,826,5.1,2008,146854061.902329,406257724.017262
1724,2.349544,150000000.0,163712074.0,The Incredible Hulk,114,Science Fiction|Action|Adventure,6/12/08,1868,6.1,2008,151917995.071375,165805400.340377
13223,2.245306,33000000.0,269958228.0,Gran Torino,116,Drama,12/9/08,1809,7.6,2008,33421958.9157025,273410085.005207
10527,2.217084,150000000.0,603900354.0,Madagascar: Escape 2 Africa,89,Family|Animation,10/30/08,1147,6.1,2008,151917995.071375,611622206.683824
11253,2.188028,85000000.0,160388063.0,Hellboy II: The Golden Army,120,Adventure|Fantasy|Science Fiction,7/11/08,927,6.4,2008,86086863.8737792,162438886.428942
8247,2.017536,85000000.0,222231186.0,Jumper,88,Adventure|Fantasy|Science Fiction,2/10/08,1082,5.9,2008,86086863.8737792,225072774.796359
88751,1.996757,45000000.0,101702060.0,Journey to the Center of the Earth,93,Action|Science Fiction|Adventure|Comedy|Family,7/10/08,704,5.7,2008,45575398.5214125,103002486.998857
8909,1.982998,75000000.0,258270008.0,Wanted,110,Action|Thriller|Crime,6/12/08,1670,6.3,2008,75958997.5356875,261572412.016186
13179,1.975355,48000000.0,39826896.07685228,Tinker Bell,78,Animation|Family|Adventure|Fantasy,10/27/08,186,6.7,2008,48613758.42284,51369001.75884257
12405,1.929591,15000000.0,377910544.0,Slumdog Millionaire,120,Drama|Romance,5/12/08,1547,7.5,2008,15191799.5071375,382742747.738751
13387,1.886872,30000000.0,108979549.0,Transporter 3,104,Action|Adventure|Thriller|Crime,11/26/08,719,5.9,2008,30383599.014275,110373030.585751
2253,1.845165,75000000.0,200276000.0,Valkyrie,121,Drama|Thriller|History|War,12/25/08,725,6.6,2008,75958997.5356875,202836855.872764
7840,1.841839,105000000.0,266000000.0,"10,000 BC",109,Adventure|Action|Drama|Fantasy,2/22/08,586,5.2,2008,106342596.549962,269401244.593238
8960,1.800286,150000000.0,624029371.0,Hancock,92,Fantasy|Action,7/1/08,1764,6.0,2008,151917995.071375,632008606.053142
12162,1.742288,15000000.0,42000000.0,The Hurt Locker,131,Drama|Thriller|War,10/10/08,1207,7.2,2008,15191799.5071375,42537038.619985
9029,1.682909,35000000.0,170000000.0,What Happens in Vegas,99,Comedy|Romance,5/7/08,573,5.8,2008,35447532.1833208,172173727.747558
2454,1.628345,225000000.0,419651413.0,The Chronicles of Narnia: Prince Caspian,150,Adventure|Family|Fantasy,5/15/08,891,6.1,2008,227876992.607062,425017341.94553
7446,1.622426,92000000.0,188072649.0,Tropic Thunder,107,Action|Comedy,8/9/08,970,6.4,2008,93176370.3104434,190477465.092283
13027,1.611632,80000000.0,178066569.0,Eagle Eye,118,Mystery|Thriller|Action,9/25/08,645,6.2,2008,81022930.7047334,180343441.011457
14574,1.61062,12500000.0,20416563.0,The Boy in the Striped Pyjamas,94,War|Drama,5/7/08,746,7.6,2008,12659832.9226145,20677622.1147228
7555,1.605544,50000000.0,113244290.0,Rambo,92,Action|Thriller,1/24/08,570,6.2,2008,50639331.6904583,114692303.267209
10483,1.583079,45000000.0,73762516.0,Death Race,105,Action|Thriller|Science Fiction,8/22/08,743,5.9,2008,45575398.5214125,74705690.2809348
8328,1.561177,23000000.0,150816700.0,Step Up 2: The Streets,98,Music|Drama|Romance,2/14/08,369,6.4,2008,23294092.5776108,152745137.915207
10200,1.559851,80000000.0,233093859.0,The Day the Earth Stood Still,103,Drama|Science Fiction|Thriller,12/10/08,585,5.1,2008,81022930.7047334,236074344.818198
11127,1.537337,9000000.0,39826896.07685228,Starship Troopers 3: Marauder,105,Adventure|Science Fiction|Action,7/19/08,75,4.3,2008,9115079.7042825,51369001.75884257
11321,1.531599,55000000.0,168167691.0,Seven Pounds,123,Drama,12/18/08,1235,7.4,2008,55703264.8595042,170317989.68335
7191,1.499784,25000000.0,170764026.0,Cloverfield,85,Action|Thriller|Science Fiction,1/15/08,1373,6.4,2008,25319665.8452291,172947523.068241
13053,1.480497,150000000.0,309979994.0,Bolt,96,Animation|Family|Adventure|Comedy,11/20/08,1119,6.3,2008,151917995.071375,313943594.671445
9870,1.475988,30000000.0,105173115.0,Forgetting Sarah Marshall,111,Comedy|Romance|Drama,4/17/08,750,6.3,2008,30383599.014275,106517925.108074
6972,1.468543,130000000.0,49554002.0,Australia,165,Drama,11/18/08,411,6.3,2008,131662262.395191,50187630.8773527
10201,1.462377,70000000.0,225990978.0,Yes Man,104,Comedy|Romance,12/9/08,1032,6.3,2008,70895064.3666417,228880641.879861
14306,1.462242,60000000.0,244082376.0,Marley & Me,115,Comedy|Family,12/25/08,820,6.8,2008,60767198.02855,247203367.961183
12113,1.446456,70000000.0,113280098.0,Body of Lies,128,Action|Drama|Thriller,10/10/08,530,6.5,2008,70895064.3666417,114728569.130992
4944,1.435434,37000000.0,163720069.0,Burn After Reading,96,Comedy|Drama,9/5/08,738,6.3,2008,37473105.4509392,165813497.569514
6557,1.400898,30000000.0,160259319.0,27 Dresses,111,Comedy|Romance,1/10/08,610,6.1,2008,30383599.014275,162308496.226559
2309,1.380024,60000000.0,57490374.0,Inkheart,106,Adventure|Family|Fantasy,12/11/08,302,5.8,2008,60767198.02855,58225482.35989
8065,1.377239,35000000.0,69823199.0,21,123,Drama|Crime,3/27/08,907,6.5,2008,35447532.1833208,70716002.6769976
8848,1.354387,20000000.0,64822796.0,The Bank Job,112,Thriller|Crime|Drama,2/28/08,413,6.4,2008,20255732.6761833,65651661.3549383
12133,1.351237,65000000.0,128107642.0,Step Brothers,98,Comedy,7/25/08,678,6.6,2008,65831131.1975958,129745707.506409
8390,1.341805,14624286.06433502,55447968.0,"Definitely, Maybe",112,Comedy|Romance,2/8/08,389,6.5,2008,17549894.037320614,56156960.8622784
8676,1.34132,70000000.0,111231041.0,Fool's Gold,112,Comedy,2/7/08,281,5.3,2008,70895064.3666417,112653311.589479
8456,1.300453,20000000.0,41627431.0,Never Back Down,115,Drama|Action,3/4/08,276,6.5,2008,20255732.6761833,42159705.7166133
10189,1.273395,27000000.0,101624843.0,Pineapple Express,111,Action|Comedy,8/6/08,719,6.6,2008,27345239.1128475,102924282.653355
12163,1.254928,6000000.0,44703995.0,The Wrestler,109,Drama|Romance,9/7/08,539,7.0,2008,6076719.802855,45275608.6138718
10202,1.22837,80000000.0,212874442.0,Bedtime Stories,99,Fantasy|Comedy|Family|Romance,12/24/08,599,5.8,2008,81022930.7047334,215596389.537184
13056,1.210534,20500000.0,10089373.0,Punisher: War Zone,102,Action|Crime,12/5/08,147,5.5,2008,20762125.9930879,10218382.1179151
13051,1.172718,35000000.0,85416905.0,Max Payne,100,Action,10/16/08,359,5.3,2008,35447532.1833208,86509099.6853474
13515,1.169851,35000000.0,72436439.0,Mirrors,110,Horror|Thriller|Mystery,8/15/08,238,6.0,2008,35447532.1833208,73362657.2199331
7461,1.14205499999999,40000000.0,151161491.0,Vantage Point,90,Drama|Action|Thriller|Crime,2/1/08,455,6.2,2008,40511465.3523667,153094337.631464
10358,1.133017,24000000.0,42105111.0,Zack and Miri Make a Porno,102,Comedy,9/18/08,439,6.0,2008,24306879.21142,42643493.6358513
11665,1.121487,80000000.0,230685453.0,Get Smart,110,Action|Comedy|Thriller,6/19/08,637,5.9,2008,81022930.7047334,233635143.412612
15373,1.103468,28000000.0,92380927.0,Role Models,99,Comedy,2/3/08,328,6.3,2008,28358025.7466566,93562168.0845004
13486,1.09571,14624286.06433502,39826896.07685228,The Scorpion King: Rise of a Warrior,109,Fantasy|Action|Adventure,7/19/08,76,4.3,2008,17549894.037320614,51369001.75884257
11499,1.09445,14624286.06433502,39826896.07685228,Frost/Nixon,122,Drama,10/15/08,151,6.8,2008,17549894.037320614,51369001.75884257
11887,1.091878,14624286.06433502,39826896.07685228,High School Musical 3: Senior Year,116,Comedy|Drama|Family|Music|Romance,10/22/08,453,6.1,2008,17549894.037320614,51369001.75884257
8055,1.072485,32000000.0,39826896.07685228,The Reader,124,Drama|Romance,12/10/08,442,7.1,2008,32409172.2818933,51369001.75884257
9381,1.064766,70000000.0,72108608.0,Babylon A.D.,101,Action|Adventure|Science Fiction|Thriller,8/20/08,436,5.4,2008,70895064.3666417,73030634.3649848
19173,1.056526,14624286.06433502,39826896.07685228,Diario de una ninfÃ³mana,95,Drama|Romance,10/14/08,44,5.6,2008,17549894.037320614,51369001.75884257
8321,1.054819,15000000.0,32002538.0,In Bruges,107,Comedy|Drama|Crime,2/8/08,794,7.3,2008,15191799.5071375,32411742.7343699
3580,1.043504,55000000.0,113020255.0,Changeling,141,Crime|Drama|Mystery,1/30/08,642,7.1,2008,55703264.8595042,114465403.613703
8204,1.019335,90000000.0,162839667.0,The Spiderwick Chronicles,95,Adventure|Family|Fantasy,2/14/08,276,6.2,2008,91150797.042825,164921838.191535
13335,1.01377,12000000.0,43493123.0,Harold & Kumar Escape from Guantanamo Bay,107,Comedy|Adventure,4/25/08,317,6.0,2008,12153439.60571,44049253.637018
13401,1.007673,14624286.06433502,22707064.0,The Accidental Husband,90,Comedy|Romance,2/29/08,105,5.2,2008,17549894.037320614,22997410.9122493
13971,0.988883,14624286.06433502,39826896.07685228,Wild Child,98,Comedy|Drama|Family,1/1/08,245,6.3,2008,17549894.037320614,51369001.75884257
13012,0.978313,2900000.0,39826896.07685228,Felon,103,Crime|Action|Drama,7/17/08,91,6.9,2008,2937081.23804658,51369001.75884257
14059,0.95811,14624286.06433502,39826896.07685228,Snow Buddies,87,Family,2/5/08,24,4.6,2008,17549894.037320614,51369001.75884257
15854,0.957704,14624286.06433502,39826896.07685228,Kung Fu Panda: Secrets of the Furious Five,25,Animation|Comedy|Family,11/8/08,43,6.4,2008,17549894.037320614,51369001.75884257
1266,0.95684,20000000.0,65569869.0,Street Kings,109,Action|Crime|Drama|Thriller,4/10/08,173,6.2,2008,20255732.6761833,66408286.903818
12182,0.951793,9000000.0,32973937.0,Nick and Norah's Infinite Playlist,89,Comedy|Drama|Music|Romance,10/3/08,213,6.4,2008,9115079.7042825,33395562.6576655
12193,0.943042,80000000.0,163733697.0,Four Christmases,88,Comedy|Romance|Drama,11/26/08,221,5.3,2008,81022930.7047334,165827299.82576
15157,0.938876,5000000.0,39826896.07685228,Another Cinderella Story,90,Music,9/16/08,205,6.2,2008,5063933.16904583,51369001.75884257
13001,0.938555,7000000.0,8900000.0,Stargate: The Ark of Truth,97,Adventure|Science Fiction,3/11/08,106,6.8,2008,7089506.43666417,9013801.04090159
12620,0.931752,25000000.0,70442940.0,The House Bunny,97,Romance|Comedy,8/22/08,299,5.6,2008,25319665.8452291,71343668.0782211
13042,0.905428,14624286.06433502,39826896.07685228,Presto,5,Animation|Family,6/18/08,279,8.0,2008,17549894.037320614,51369001.75884257
12180,0.900342,8500000.0,68282844.0,Star Wars: The Clone Wars,98,Thriller|Animation|Action|Science Fiction|Adventure,8/5/08,261,6.0,2008,8608686.38737792,69155951.7216765
11917,0.892309,10800000.0,113857533.0,Saw V,92,Horror|Thriller|Crime,10/23/08,437,5.9,2008,10938095.645139,115313387.580886
12177,0.885215,62000000.0,41819064.0,The Love Guru,87,Comedy|Romance,6/20/08,144,4.5,2008,62792771.2961683,42353789.0576101
7459,0.879116,120000000.0,93945766.0,Speed Racer,135,Family|Action|Science Fiction,5/9/08,194,5.6,2008,121534396.0571,95147016.1077637
5038,0.866771,15000000.0,96408652.0,Vicky Cristina Barcelona,96,Drama|Romance,8/15/08,563,6.7,2008,15191799.5071375,97641394.1291594
12222,0.865104999999999,85000000.0,297138014.0,Horton Hears a Who!,88,Animation|Comedy|Family|Adventure|Fantasy,3/3/08,558,6.2,2008,86086863.8737792,300937408.975801
12783,0.857292,14624286.06433502,39826896.07685228,The Duchess,110,Drama|History|Romance,9/5/08,223,6.6,2008,17549894.037320614,51369001.75884257
10503,0.842487999999999,14624286.06433502,18130888.0,Happy-Go-Lucky,118,Drama|Comedy,4/18/08,63,5.9,2008,17549894.037320614,18362721.025491
1729,0.826564,55000000.0,127906624.0,The Forbidden Kingdom,104,Action|Adventure|Fantasy,4/18/08,243,6.2,2008,55703264.8595042,129542119.162854
8881,0.825749,30000000.0,39826896.07685228,Che: Part One,134,Drama|History|War,9/5/08,117,6.5,2008,30383599.014275,51369001.75884257
13413,0.822831,14624286.06433502,39826896.07685228,BURNâ€¢E,8,Animation|Family,11/17/08,194,7.9,2008,17549894.037320614,51369001.75884257
13389,0.822759,60000000.0,73174566.0,Righteous Kill,101,Action|Adventure|Crime|Drama|Thriller,9/11/08,195,5.8,2008,60767198.02855,74110222.3795867
6687,0.802785,15000000.0,5926410.0,Transsiberian,111,Thriller|Crime|Mystery,1/18/08,71,6.3,2008,15191799.5071375,6002188.83447298
13291,0.798582,22000000.0,23530831.0,Traitor,114,Drama|Action|Thriller|Crime,8/23/08,98,6.2,2008,22281305.9438016,23831711.1192224
10661,0.787623,90000000.0,201596308.0,You Don't Mess With the Zohan,113,Comedy|Action,6/5/08,606,5.6,2008,91150797.042825,204174046.167676
13813,0.785951,32000000.0,51155219.0,Defiance,137,Action|Drama|History|War,12/31/08,344,6.6,2008,32409172.2818933,51809322.0527807
